NAME	1971q1	1971q2	1971q3	1971q4	1972q1	1972q2	1972q3	1972q4	1973q1	1973q2	1973q3	1973q4	1974q1	1974q2	1974q3	1974q4	1975q1	1975q2	1975q3	1975q4	1976q1	1976q2	1976q3	1976q4	1977q1	1977q2	1977q3	1977q4	1978q1	1978q2	1978q3	1978q4	1979q1	1979q2	1979q3	1979q4	1980q1	1980q2	1980q3	1980q4	1981q1	1981q2	1981q3	1981q4	1982q1	1982q2	1982q3	1982q4	1983q1	1983q2	1983q3	1983q4	1984q1	1984q2	1984q3	1984q4	1985q1	1985q2	1985q3	1985q4	1986q1	1986q2	1986q3	1986q4	1987q1	1987q2	1987q3	1987q4	1988q1	1988q2	1988q3	1988q4	1989q1	1989q2	1989q3	1989q4	1990q1	1990q2	1990q3	1990q4	1991q1	1991q2	1991q3	1991q4	1992q1	1992q2	1992q3	1992q4	1993q1	1993q2	1993q3	1993q4	1994q1	1994q2	1994q3	1994q4	1995q1	1995q2	1995q3	1995q4	1996q1	1996q2	1996q3	1996q4	1997q1	1997q2	1997q3	1997q4	1998q1	1998q2	1998q3	1998q4	1999q1	1999q2	1999q3	1999q4	2000q1	2000q2	2000q3	2000q4	2001q1	2001q2	2001q3	2001q4	2002q1	2002q2	2002q3	2002q4	2003q1	2003q2	2003q3	2003q4	2004q1	2004q2	2004q3	2004q4	2005q1	2005q2	2005q3	2005q4	2006q1	2006q2	2006q3	2006q4	2007q1	2007q2	2007q3	2007q4	2008q1	2008q2	2008q3	2008q4	2009q1	2009q2	2009q3	2009q4	2010q1	2010q2	2010q3	2010q4	2011q1	2011q2	2011q3	2011q4	2012q1	2012q2	2012q3	2012q4	2013q1	2013q2	2013q3	2013q4	2014q1	2014q2	2014q3	2014q4	2015q1	2015q2	2015q3	2015q4	2016q1	2016q2	2016q3	2016q4	2017q1	2017q2	2017q3
PBZZ	-0.7961217	0.3837313	1.003988	2.242032	3.183097	4.26362	5.410004	9.358	11.8314	13.40366	15.16202	16.63703	17.58312	18.46706	19.6057	20.56345	20.69832	20.98931	21.17123	21.54727	22.06485	24.7038	25.78007	27.73795	30.74834	32.62392	34.50706	36.05217	39.4274	43.70945	46.77235	48.86372	51.47187	55.30876	57.12389	57.96328	59.7965	62.33204	64.79284	66.01799	68.97809	74.681	79.93513	80.20422	82.89262	88.78413	93.11462	96.00172	100.4831	103.7999	108.4482	107.5449	116.3811	125.1951	133.3815	137.276	145.6107	149.3143	153.1883	152.6034	154.2603	158.3871	163.6206	170.4633	185.3152	189.8529	203.4589	206.0993	214.531	218.5559	219.5917	218.4422	222.4574	229.3606	231.4019	233.6601	253.0803	258.4998	266.8742	265.6329	274.9473	281.602	279.6105	279.5321	281.7791	295.563	298.9333	301.6493	305.482	308.1497	317.6124	339.4375	368.1602	370.9656	368.1695	389.9377	374.5566	375.4838	377.3886	368.2676	384.636	372.8509	371.0896	382.4455	389.3312	355.2019	370.3391	361.5635	367.3405	367.8535	367.9249	361.6311	371.1689	374.5405	403.7623	420.4164	414.8387	425.92	421.2778	509.4427	442.7625	453.48	418.4867	560.0253	398.4818	353.879	420.7	554.2294	433.6378	436.8579	436.3242	569.4628	399.9682	443.3551	459.2906	794.292	521.5093	562.357	585.8798	884.4254	452.5006	470.9531	497.1814	812.4787	474.7433	512.0507	576.9241	1015.207	753.3104	721.0377	795.7985	1094.125	789.189	828.3723	899.9888	1421.137	956.4107	934.72	1060.175	1589.941	1173.761	1091.39	1307.229	1593.454	1438.684	1374.484	1486.248	1667.974	1479.727	1324.334	1485.481	1525.219	1480.001	1306.029	1482.652	1615.234	1559.323	1401.96	1359.534	1455.301	1399.576	1384.501	1449.456	1463.085	1365.658	1379.296	1394.223
PCB	0.1868673	0.2090946	0.2237068	0.240178	0.2570474	0.2627185	0.2634769	0.261819	0.259622	0.2569188	0.2550643	0.2573791	0.2621925	0.2743092	0.279641	0.2585063	0.288489	0.2986602	0.3143145	0.3189137	0.3270418	0.3340967	0.3432158	0.3470449	0.3379138	0.3425004	0.3510528	0.4348259	0.372209	0.4019715	0.3827247	0.4095949	0.4188339	0.4254215	0.4176542	0.4254371	0.4344344	0.4079843	0.4682712	0.52983	0.4453558	0.4411967	0.5313302	0.5651869	0.5115857	0.4847532	0.5439804	0.5886943	0.5562016	0.5529995	0.5721058	0.5660492	0.6179348	0.6305981	0.5968348	0.6107038	0.6591927	0.6745032	0.6256125	0.6113043	0.6817026	0.6640838	0.6285045	0.6422632	0.685989	0.7448552	0.7151551	0.7071267	0.7139984	0.7179106	0.7315881	0.768889	0.8058707	0.8305588	0.8388451	0.8439152	0.8118297	0.8378217	0.8266214	0.8021546	0.8439486	0.8384051	0.8562059	0.8631793	0.8652896	0.8704512	0.8757094	0.8504356	0.9411616	0.9173864	0.9052846	0.8828024	0.9391504	0.9101521	0.9058259	0.8909945	0.9718416	0.9644815	0.956097	0.9378271	0.9536792	0.9540971	0.952606	0.9485417	0.9534008	0.9494	0.9580869	0.9544919	0.9491249	0.9430898	0.9474052	0.9502604	0.9736401	0.9706637	0.973232	0.9655597	0.9573479	0.953159	0.9463065	0.9348693	0.9258023	0.9158393	0.9111336	0.9152322	0.9252931	0.9409469	0.9418809	0.9459985	0.968909	0.9757627	0.9856114	0.9955152	0.9923955	1.000624	1.005829	1.019435	1.019802	1.020472	1.027242	1.032146	1.016841	1.004506	1.016995	1.00847	1.005912	1.008657	1.002622	1.005833	1.014305	1.008836	1.007346	0.9968216	1.009382	0.9962846	1.001286	1.005226	1.003975	1.00007	1.000172	0.996397	0.9891677	0.9938764	0.9913362	0.985014	0.9894835	0.9864901	0.9856476	0.9721205	0.9874011	0.9865517	0.9877797	0.979358	0.9622636	0.9662678	0.9721203	0.9759791	0.9766669	0.9707308	0.9675494	0.9647373	0.9619943	0.9575826	0.9571987	0.9540802	0.9513369	0.9462231	0.9461563
PCB_LA	0.1985812	0.1985812	0.1985812	0.1985812	0.217181	0.217181	0.217181	0.217181	0.2614378	0.2614378	0.2614378	0.2614378	0.2571559	0.2571559	0.2571559	0.2571559	0.2689794	0.2689794	0.2689794	0.2689794	0.307005	0.307005	0.307005	0.307005	0.3378528	0.3378528	0.3378528	0.3378528	0.3590237	0.3590237	0.3590237	0.3590237	0.3910351	0.3910351	0.3910351	0.3910351	0.4217913	0.4217913	0.4217913	0.4217913	0.4579208	0.4579208	0.4579208	0.4579208	0.4968346	0.4968346	0.4968346	0.4968346	0.5322052	0.5322052	0.5322052	0.5322052	0.5626059	0.5626059	0.5626059	0.5626059	0.6145186	0.6145186	0.6145186	0.6145186	0.6406609	0.6406609	0.6406609	0.6406609	0.6546055	0.6546055	0.6546055	0.6546055	0.7138593	0.7138593	0.7138593	0.7138593	0.7315391	0.7315391	0.7315391	0.7315391	0.8297808	0.8297808	0.8297808	0.8297808	0.8192736	0.8192736	0.8192736	0.8192736	0.8507441	0.8507441	0.8507441	0.8507441	0.865817	0.865817	0.865817	0.865817	0.9075895	0.9075895	0.9075895	0.9075895	0.9104407	0.9104407	0.9104407	0.9104407	0.957451	0.957451	0.957451	0.957451	0.9521514	0.9521514	0.9521514	0.9521514	0.953535	0.953535	0.953535	0.953535	0.9473943	0.9473943	0.9473943	0.9473943	0.9708827	0.9708827	0.9708827	0.9708827	0.9481587	0.9481587	0.9481587	0.9481587	0.9169379	0.9169379	0.9169379	0.9169379	0.9387666	0.9387666	0.9387666	0.9387666	0.9821243	0.9821243	0.9821243	0.9821243	1.005867	1.005867	1.005867	1.005867	1.02501	1.02501	1.02501	1.02501	1.011491	1.011491	1.011491	1.011491	1.005728	1.005728	1.005728	1.005728	1.007914	1.007914	1.007914	1.007914	1.00294	1.00294	1.00294	1.00294	1	1	1	1	0.9898855	0.9898855	0.9898855	0.9898855	0.9833335	0.9833335	0.9833335	0.9833335	0.9851639	0.9851639	0.9851639	0.9851639	0.9690797	0.9690797	0.9690797	0.9690797	0.9697825	0.9697825	0.9697825	0.9697825	0.9576624	0.9576624	0.9576624
PCH	0.102404	0.102641	0.1033521	0.1061275	0.1096789	0.112471	0.1145786	0.1180641	0.120412	0.1235813	0.1263721	0.1291748	0.1316998	0.1349596	0.1393228	0.1446536	0.1480159	0.1532456	0.1596858	0.1637847	0.1716897	0.1759657	0.1855452	0.1900939	0.1946776	0.2007328	0.2029288	0.2114284	0.2148328	0.2181949	0.2226212	0.2310411	0.2346795	0.2390121	0.2443137	0.248708	0.2530156	0.260624	0.2667755	0.2710309	0.276215	0.2823451	0.2903731	0.2950184	0.3035605	0.3117166	0.3195903	0.328967	0.3368186	0.3444262	0.3546984	0.3574746	0.3643194	0.3708279	0.3769912	0.3838546	0.3884924	0.3940678	0.3970466	0.4042207	0.4053688	0.4116664	0.4188542	0.42843	0.4419343	0.4441167	0.4471279	0.4439217	0.4386891	0.4668123	0.4883396	0.5013368	0.5045254	0.5034672	0.5048416	0.509401	0.5146264	0.5305718	0.5374616	0.5417069	0.548732	0.5498863	0.5551378	0.5610024	0.5646703	0.5674694	0.5729139	0.57702	0.5835866	0.5900367	0.5957283	0.6011579	0.6061745	0.6101724	0.6158276	0.6195819	0.629465	0.6305679	0.6330512	0.6348916	0.6387866	0.6439899	0.6477654	0.6552044	0.6604693	0.66913	0.6749331	0.6805154	0.6829861	0.6891234	0.693993	0.69814	0.7035734	0.7049263	0.7121509	0.7179804	0.7232852	0.7245941	0.7299018	0.7393875	0.7439926	0.751129	0.7571582	0.7615556	0.7652841	0.7752576	0.7821527	0.7905515	0.7960466	0.7977806	0.8024662	0.808619	0.8179713	0.8239068	0.8272232	0.8281372	0.8370594	0.8450823	0.8537638	0.8622906	0.865934	0.8729103	0.879283	0.8826477	0.8936026	0.9025556	0.9093744	0.9147661	0.9257554	0.9317377	0.9379344	0.9407761	0.9552724	0.9642049	0.9742202	0.9842855	0.9902867	0.9957772	1.005541	1.008131	1.029103	1.027475	1.026957	1.03212	1.051297	1.058784	1.064868	1.072305	1.078753	1.08822	1.097409	1.10078	1.117162	1.115296	1.116504	1.120318	1.128483	1.135918	1.142585	1.146629	1.150998	1.157287	1.163988	1.17028	1.174285	1.178798	1.183719
PCH_LA	0.09368508	0.09368508	0.09368508	0.09368508	0.1036399	0.1036399	0.1036399	0.1036399	0.1137681	0.1137681	0.1137681	0.1137681	0.1249356	0.1249356	0.1249356	0.1249356	0.1377247	0.1377247	0.1377247	0.1377247	0.1562859	0.1562859	0.1562859	0.1562859	0.1808943	0.1808943	0.1808943	0.1808943	0.2024918	0.2024918	0.2024918	0.2024918	0.2217205	0.2217205	0.2217205	0.2217205	0.2417052	0.2417052	0.2417052	0.2417052	0.2628708	0.2628708	0.2628708	0.2628708	0.2860112	0.2860112	0.2860112	0.2860112	0.3159679	0.3159679	0.3159679	0.3159679	0.3483357	0.3483357	0.3483357	0.3483357	0.3740219	0.3740219	0.3740219	0.3740219	0.395982	0.395982	0.395982	0.395982	0.4161859	0.4161859	0.4161859	0.4161859	0.4442592	0.4442592	0.4442592	0.4442592	0.4731634	0.4731634	0.4731634	0.4731634	0.5055726	0.5055726	0.5055726	0.5055726	0.5310364	0.5310364	0.5310364	0.5310364	0.5537342	0.5537342	0.5537342	0.5537342	0.5705227	0.5705227	0.5705227	0.5705227	0.5926519	0.5926519	0.5926519	0.5926519	0.6129448	0.6129448	0.6129448	0.6129448	0.6319984	0.6319984	0.6319984	0.6319984	0.6464436	0.6464436	0.6464436	0.6464436	0.6712752	0.6712752	0.6712752	0.6712752	0.6910762	0.6910762	0.6910762	0.6910762	0.709645	0.709645	0.709645	0.709645	0.7293119	0.7293119	0.7293119	0.7293119	0.7534769	0.7534769	0.7534769	0.7534769	0.7783492	0.7783492	0.7783492	0.7783492	0.8012429	0.8012429	0.8012429	0.8012429	0.8243212	0.8243212	0.8243212	0.8243212	0.8495874	0.8495874	0.8495874	0.8495874	0.8752124	0.8752124	0.8752124	0.8752124	0.9050943	0.9050943	0.9050943	0.9050943	0.9340735	0.9340735	0.9340735	0.9340735	0.9695143	0.9695143	0.9695143	0.9695143	1	1	1	1	1.028921	1.028921	1.028921	1.028921	1.061826	1.061826	1.061826	1.061826	1.09129	1.09129	1.09129	1.09129	1.117325	1.117325	1.117325	1.117325	1.138418	1.138418	1.138418	1.138418	1.160646	1.160646	1.160646
PCO	0.1315799	0.1324099	0.1356293	0.1376037	0.1419154	0.1455178	0.1492741	0.1510772	0.1548844	0.1595972	0.1636878	0.1726248	0.1786764	0.1888395	0.1956418	0.2090596	0.2175045	0.2246757	0.2307275	0.2320349	0.2375917	0.2439161	0.2487753	0.2541445	0.2574447	0.2623663	0.267785	0.2736193	0.2779651	0.2829928	0.287772	0.2921491	0.2973419	0.3022384	0.309048	0.3188187	0.3278582	0.3355311	0.3440249	0.3501267	0.3577856	0.3740604	0.3823723	0.3959453	0.4050998	0.4206681	0.428912	0.4408891	0.4476283	0.451338	0.4587528	0.4641778	0.4691674	0.4723894	0.4778468	0.4850776	0.4892086	0.4918875	0.4967999	0.499431	0.5020592	0.5015539	0.50392	0.5078329	0.5234531	0.5452891	0.5494843	0.5539706	0.5583528	0.5756258	0.5776817	0.5844798	0.5925835	0.601801	0.6065456	0.6136138	0.6189008	0.6223945	0.626505	0.6376697	0.6473879	0.6489019	0.651417	0.654283	0.6581544	0.6665393	0.6704856	0.6746495	0.677788	0.6712644	0.6724266	0.6758977	0.6812088	0.6811339	0.6818468	0.6832176	0.686725	0.684664	0.6861317	0.6882415	0.6935859	0.6998195	0.7028241	0.7069069	0.7159384	0.7184725	0.7226393	0.7240461	0.7322684	0.7336676	0.7394823	0.7464191	0.7490624	0.7534608	0.7587706	0.7603436	0.7592697	0.7683386	0.7699144	0.7764747	0.7838975	0.7915316	0.796041	0.8053185	0.8122771	0.8163626	0.8188123	0.8227029	0.825066	0.8351095	0.839997	0.84589	0.849777	0.8550445	0.8631284	0.8725116	0.8710411	0.8775465	0.8821953	0.8865657	0.8915021	0.8956153	0.8995981	0.9079711	0.9117215	0.9190499	0.9272177	0.9338387	0.9378607	0.950799	0.9622425	0.9691532	0.9758527	0.9863907	0.9891306	0.9937534	0.9969797	0.9998032	1.001992	1.001233	1.002358	0.9938138	0.993103	0.9957123	1.000651	1.006017	1.015996	1.021069	1.013523	1.011511	1.012054	1.012624	1.013586	1.011071	1.015005	1.004437	1.008792	1.012668	1.024333	1.020734	1.024246	1.027517	1.029604	1.017133	1.033129	1.03403	1.041962
PCO_LA	0.1207343	0.1207343	0.1207343	0.1207343	0.1343529	0.1343529	0.1343529	0.1343529	0.1469805	0.1469805	0.1469805	0.1469805	0.1627036	0.1627036	0.1627036	0.1627036	0.193058	0.193058	0.193058	0.193058	0.2262718	0.2262718	0.2262718	0.2262718	0.2461673	0.2461673	0.2461673	0.2461673	0.2654166	0.2654166	0.2654166	0.2654166	0.285329	0.285329	0.285329	0.285329	0.3069462	0.3069462	0.3069462	0.3069462	0.3394122	0.3394122	0.3394122	0.3394122	0.3776181	0.3776181	0.3776181	0.3776181	0.423997	0.423997	0.423997	0.423997	0.4554536	0.4554536	0.4554536	0.4554536	0.4761241	0.4761241	0.4761241	0.4761241	0.4943516	0.4943516	0.4943516	0.4943516	0.5038501	0.5038501	0.5038501	0.5038501	0.5430291	0.5430291	0.5430291	0.5430291	0.5741686	0.5741686	0.5741686	0.5741686	0.6035829	0.6035829	0.6035829	0.6035829	0.6263695	0.6263695	0.6263695	0.6263695	0.6505042	0.6505042	0.6505042	0.6505042	0.6674782	0.6674782	0.6674782	0.6674782	0.6743246	0.6743246	0.6743246	0.6743246	0.6818542	0.6818542	0.6818542	0.6818542	0.6864451	0.6864451	0.6864451	0.6864451	0.7008101	0.7008101	0.7008101	0.7008101	0.7202852	0.7202852	0.7202852	0.7202852	0.7379977	0.7379977	0.7379977	0.7379977	0.7554291	0.7554291	0.7554291	0.7554291	0.7685421	0.7685421	0.7685421	0.7685421	0.7942753	0.7942753	0.7942753	0.7942753	0.8175629	0.8175629	0.8175629	0.8175629	0.8365425	0.8365425	0.8365425	0.8365425	0.8601031	0.8601031	0.8601031	0.8601031	0.8793666	0.8793666	0.8793666	0.8793666	0.8986925	0.8986925	0.8986925	0.8986925	0.9230011	0.9230011	0.9230011	0.9230011	0.9551432	0.9551432	0.9551432	0.9551432	0.9863223	0.9863223	0.9863223	0.9863223	1	1	1	1	0.9962363	0.9962363	0.9962363	0.9962363	1.010962	1.010962	1.010962	1.010962	1.012426	1.012426	1.012426	1.012426	1.010999	1.010999	1.010999	1.010999	1.016605	1.016605	1.016605	1.016605	1.024639	1.024639	1.024639
PCOV	0.192294	0.1978789	0.2013481	0.2042649	0.2068417	0.2088671	0.2108936	0.2128085	0.2146088	0.2205527	0.2283898	0.2413928	0.2540104	0.2637076	0.2751386	0.2843236	0.2946798	0.3007764	0.306812	0.3043367	0.3118291	0.3238264	0.3279047	0.3373585	0.3296577	0.3628684	0.337686	0.3812004	0.380997	0.3884487	0.3794012	0.3775344	0.3990631	0.4064023	0.4139554	0.4294256	0.4459691	0.4563398	0.4786736	0.4893935	0.4944913	0.5177448	0.5361474	0.5483154	0.5554244	0.5720405	0.5932763	0.6155052	0.6350917	0.6407746	0.6172158	0.6372169	0.6403535	0.6184844	0.6897634	0.7026052	0.6998385	0.694243	0.7060394	0.7053561	0.7001181	0.6896718	0.6772015	0.6559091	0.6781287	0.693307	0.6968855	0.6992039	0.696792	0.7201564	0.7092333	0.7257087	0.7418161	0.7679181	0.7758166	0.7989352	0.7902876	0.7666963	0.7449507	0.768954	0.837326	0.7608161	0.7812268	0.7699087	0.7896504	0.7882311	0.7948912	0.8063569	0.8056008	0.788052	0.7833511	0.7872664	0.8138157	0.7885801	0.795926	0.7916662	0.8169487	0.8036015	0.8017984	0.798257	0.8179742	0.8152828	0.8156008	0.8066016	0.8416802	0.8266298	0.8334864	0.8291889	0.842821	0.8438007	0.8429697	0.8351895	0.8520854	0.8357131	0.8297843	0.8412204	0.855586	0.8513653	0.8625529	0.8685366	0.876082	0.8750947	0.8768654	0.8820716	0.9018172	0.8999051	0.9069126	0.916571	0.8992664	0.900213	0.89807	0.9011014	0.8994017	0.9147336	0.9185624	0.921209	0.9122093	0.9224095	0.9334897	0.9331921	0.9289275	0.9406152	0.9469584	0.9362918	0.943828	0.9423338	0.9503158	0.9630524	0.9486333	0.9755304	0.9854525	0.9753376	0.9924396	0.9895868	0.991259	0.9842494	0.9979972	0.9921132	1.004998	1.005196	1.027809	1.022075	1.027038	1.022096	1.020014	1.029023	1.037667	1.033619	1.027323	1.022818	1.031561	1.036205	1.041881	1.042839	1.064063	1.022962	1.052162	1.049243	1.068838	1.016065	1.043441	1.048118	1.062058	1.018789	1.063968	1.06261	1.081671
PCOV_LA	0.186267	0.186267	0.186267	0.186267	0.1990164	0.1990164	0.1990164	0.1990164	0.2098815	0.2098815	0.2098815	0.2098815	0.2262297	0.2262297	0.2262297	0.2262297	0.2693634	0.2693634	0.2693634	0.2693634	0.3016628	0.3016628	0.3016628	0.3016628	0.3251751	0.3251751	0.3251751	0.3251751	0.3536164	0.3536164	0.3536164	0.3536164	0.38151	0.38151	0.38151	0.38151	0.4122771	0.4122771	0.4122771	0.4122771	0.4673931	0.4673931	0.4673931	0.4673931	0.5239381	0.5239381	0.5239381	0.5239381	0.5842398	0.5842398	0.5842398	0.5842398	0.6326619	0.6326619	0.6326619	0.6326619	0.6633098	0.6633098	0.6633098	0.6633098	0.7013608	0.7013608	0.7013608	0.7013608	0.6802301	0.6802301	0.6802301	0.6802301	0.6917552	0.6917552	0.6917552	0.6917552	0.7131248	0.7131248	0.7131248	0.7131248	0.7702805	0.7702805	0.7702805	0.7702805	0.7675753	0.7675753	0.7675753	0.7675753	0.7867679	0.7867679	0.7867679	0.7867679	0.795077	0.795077	0.795077	0.795077	0.7905186	0.7905186	0.7905186	0.7905186	0.7976313	0.7976313	0.7976313	0.7976313	0.805074	0.805074	0.805074	0.805074	0.8138468	0.8138468	0.8138468	0.8138468	0.8327236	0.8327236	0.8327236	0.8327236	0.8411961	0.8411961	0.8411961	0.8411961	0.8396907	0.8396907	0.8396907	0.8396907	0.8596678	0.8596678	0.8596678	0.8596678	0.877582	0.877582	0.877582	0.877582	0.9064102	0.9064102	0.9064102	0.9064102	0.8996661	0.8996661	0.8996661	0.8996661	0.9135966	0.9135966	0.9135966	0.9135966	0.9254428	0.9254428	0.9254428	0.9254428	0.938214	0.938214	0.938214	0.938214	0.9500453	0.9500453	0.9500453	0.9500453	0.9715386	0.9715386	0.9715386	0.9715386	0.9893263	0.9893263	0.9893263	0.9893263	1	1	1	1	1.024734	1.024734	1.024734	1.024734	1.030184	1.030184	1.030184	1.030184	1.029492	1.029492	1.029492	1.029492	1.042878	1.042878	1.042878	1.042878	1.046487	1.046487	1.046487	1.046487	1.043243	1.043243	1.043243
PCOW	0.1230805	0.1222195	0.1253277	0.1270216	0.1320004	0.1362662	0.1407606	0.1425408	0.1470496	0.1517026	0.1551026	0.1638495	0.1680096	0.1789055	0.1843011	0.1995842	0.2083191	0.2160141	0.2222232	0.2243518	0.2292853	0.2342127	0.2394657	0.2437669	0.2471955	0.2531749	0.2519997	0.2610259	0.2647668	0.2692843	0.2730667	0.2755428	0.2825286	0.2846553	0.2898526	0.2985877	0.3055516	0.311114	0.318859	0.3244939	0.3261079	0.3435955	0.3518866	0.3646766	0.3690819	0.3855053	0.394944	0.404822	0.4131232	0.414239	0.4135499	0.4177198	0.421516	0.4214818	0.4353367	0.4374689	0.4354286	0.4373414	0.4423037	0.446541	0.4544392	0.4563207	0.4576279	0.4636262	0.4852448	0.5078516	0.513074	0.5176631	0.530767	0.5415652	0.5437254	0.5463895	0.5565448	0.5611289	0.5664483	0.5698858	0.5817262	0.5867677	0.5969152	0.6094486	0.609525	0.61981	0.6193538	0.6246086	0.6251668	0.6353161	0.6397381	0.6472993	0.6493158	0.644524	0.650268	0.6548572	0.6559637	0.6612092	0.6623845	0.664939	0.6649589	0.6647428	0.6684628	0.6727779	0.6744667	0.6824306	0.6833906	0.6885039	0.6902885	0.6970446	0.7001109	0.700832	0.7057045	0.7082618	0.7191076	0.7345029	0.7423215	0.7382776	0.7393591	0.7359641	0.7291156	0.7500016	0.7522658	0.7597981	0.7613447	0.771895	0.7768875	0.7866126	0.7902769	0.7970589	0.7971848	0.798358	0.80765	0.8224956	0.8300805	0.8361456	0.840655	0.8420247	0.8523861	0.8657728	0.8656529	0.8699699	0.8703155	0.873284	0.8806153	0.8807988	0.8828251	0.8984921	0.8999138	0.9109645	0.9189828	0.9229943	0.9247189	0.9331609	0.945768	0.9611838	0.9654003	0.9876029	0.9912595	1.00171	0.9965678	1.004528	1.000574	0.9983211	0.9968503	0.9765457	0.9729154	0.9782706	0.9858368	0.9924665	1.003789	1.011783	1.004315	1.003821	1.00049	0.9976807	0.9988685	0.9930849	0.9900219	0.9902536	0.986672	0.9940475	1.004185	1.019745	1.014362	1.016195	1.012615	1.010736	1.015812	1.016785	1.020025
PCOW_LA	0.110445	0.110445	0.110445	0.110445	0.1244533	0.1244533	0.1244533	0.1244533	0.1379227	0.1379227	0.1379227	0.1379227	0.1544296	0.1544296	0.1544296	0.1544296	0.1826799	0.1826799	0.1826799	0.1826799	0.2177744	0.2177744	0.2177744	0.2177744	0.236767	0.236767	0.236767	0.236767	0.2534254	0.2534254	0.2534254	0.2534254	0.2707297	0.2707297	0.2707297	0.2707297	0.2889816	0.2889816	0.2889816	0.2889816	0.3150527	0.3150527	0.3150527	0.3150527	0.3467167	0.3467167	0.3467167	0.3467167	0.3887129	0.3887129	0.3887129	0.3887129	0.4146611	0.4146611	0.4146611	0.4146611	0.4289266	0.4289266	0.4289266	0.4289266	0.4404296	0.4404296	0.4404296	0.4404296	0.4579999	0.4579999	0.4579999	0.4579999	0.505946	0.505946	0.505946	0.505946	0.5406916	0.5406916	0.5406916	0.5406916	0.5634977	0.5634977	0.5634977	0.5634977	0.5936052	0.5936052	0.5936052	0.5936052	0.6183038	0.6183038	0.6183038	0.6183038	0.6368456	0.6368456	0.6368456	0.6368456	0.6497603	0.6497603	0.6497603	0.6497603	0.6611367	0.6611367	0.6611367	0.6611367	0.6677511	0.6677511	0.6677511	0.6677511	0.6822135	0.6822135	0.6822135	0.6822135	0.697087	0.697087	0.697087	0.697087	0.7169804	0.7169804	0.7169804	0.7169804	0.7389801	0.7389801	0.7389801	0.7389801	0.7477893	0.7477893	0.7477893	0.7477893	0.774242	0.774242	0.774242	0.774242	0.7957261	0.7957261	0.7957261	0.7957261	0.8240885	0.8240885	0.8240885	0.8240885	0.8500987	0.8500987	0.8500987	0.8500987	0.8698139	0.8698139	0.8698139	0.8698139	0.8857219	0.8857219	0.8857219	0.8857219	0.9132184	0.9132184	0.9132184	0.9132184	0.9413444	0.9413444	0.9413444	0.9413444	0.9865655	0.9865655	0.9865655	0.9865655	1	1	1	1	0.9811177	0.9811177	0.9811177	0.9811177	0.9984611	0.9984611	0.9984611	0.9984611	1.001556	1.001556	1.001556	1.001556	0.9930536	0.9930536	0.9930536	0.9930536	1.001043	1.001043	1.001043	1.001043	1.01348	1.01348	1.01348
PCP	0.1608727	0.1673715	0.1725164	0.1760916	0.1789137	0.1817941	0.1851987	0.1886498	0.1928843	0.1979836	0.2030454	0.2097268	0.2197642	0.2268476	0.236836	0.2453146	0.2502503	0.2553715	0.2600769	0.2600556	0.2694623	0.2806064	0.2843981	0.2931588	0.2985718	0.3045922	0.3106817	0.3204676	0.3248826	0.3310268	0.3365514	0.3405744	0.3469971	0.3592901	0.3740538	0.3803009	0.3904587	0.3961779	0.4061991	0.4161361	0.4304994	0.4446628	0.4541913	0.4700446	0.4829212	0.4898212	0.4981941	0.5118581	0.5177285	0.5234765	0.5302836	0.5437926	0.5533006	0.5623981	0.5691813	0.5772629	0.5855858	0.5892084	0.5859808	0.5852395	0.5784623	0.5902543	0.5946789	0.6026629	0.6051277	0.6153225	0.6233858	0.6288063	0.6380315	0.6390553	0.6446769	0.6526611	0.6644949	0.6726928	0.678709	0.6819559	0.6932944	0.6826916	0.6771041	0.6907053	0.7011407	0.7050052	0.7051733	0.7090959	0.7085769	0.7118593	0.714075	0.7195965	0.7180933	0.7177473	0.7217631	0.7266538	0.7330645	0.7374154	0.7426029	0.7464244	0.7528322	0.7535218	0.7538081	0.7542074	0.7594266	0.7635058	0.7679951	0.7739801	0.7740878	0.7784755	0.7835534	0.7858843	0.7898319	0.7917616	0.7944001	0.7930517	0.7983836	0.8011048	0.8103982	0.8191432	0.8232468	0.8261028	0.8317975	0.8380944	0.8413667	0.8480939	0.8525164	0.8552406	0.8578539	0.8645664	0.8655319	0.8720669	0.8759692	0.8729129	0.8749846	0.8776172	0.8821273	0.8843804	0.8853117	0.8908893	0.8937936	0.8966301	0.8999482	0.9123176	0.9108673	0.9172578	0.9283115	0.9260125	0.9266019	0.9358003	0.9371789	0.9466578	0.952468	0.958706	0.9700323	0.9740924	0.9691828	0.9720467	0.9793828	0.9828778	0.9918408	0.9966842	1.005036	1.006429	1.024153	1.023124	1.021136	1.025507	1.042671	1.045898	1.050516	1.05132	1.054522	1.053844	1.056625	1.059392	1.06499	1.060136	1.059451	1.065323	1.064878	1.070588	1.069499	1.073013	1.068558	1.074777	1.077919	1.078196	1.079937	1.084974	1.094428
